"","Rubrica","UF","Data","Valor"
"6613","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-03-31",54661775
"6614","Total-Receitas","MS","2008-03-31",522397205
"6615","Total-Despesas","MS","2008-03-31",405176027
"6616","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-04-30",128098122
"6617","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-04-30",33607275
"6618","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-04-30",46909754
"6619","Total-Receitas","MS","2008-04-30",550283241
"6620","Total-Despesas","MS","2008-04-30",399977000
"6621","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-05-31",138603389
"6622","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-05-31",33933783
"6623","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-05-31",57940519
"6624","Total-Receitas","MS","2008-05-31",539117160
"6625","Total-Despesas","MS","2008-05-31",433733245
"6626","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-06-30",149217722
"6627","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-06-30",32645213
"6628","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-06-30",52061000
"6629","Total-Receitas","MS","2008-06-30",512661236
"6630","Total-Despesas","MS","2008-06-30",450888763
"6631","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-07-31",139953088
"6632","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-07-31",32686070
"6633","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-07-31",42958250
"6634","Total-Receitas","MS","2008-07-31",525463962
"6635","Total-Despesas","MS","2008-07-31",437884613
"6636","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-08-31",157628779
"6637","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-08-31",36150791
"6638","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-08-31",70773704
"6639","Total-Receitas","MS","2008-08-31",603138950
"6640","Total-Despesas","MS","2008-08-31",475585925
"6641","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-09-30",161381923
"6642","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-09-30",36616001
"6643","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-09-30",60510512
"6644","Total-Receitas","MS","2008-09-30",570770482
"6645","Total-Despesas","MS","2008-09-30",520419780
"6646","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-10-31",151819314
"6647","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-10-31",35833944
"6648","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-10-31",59190963
"6649","Total-Receitas","MS","2008-10-31",562242333
"6650","Total-Despesas","MS","2008-10-31",465136013
"6651","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-11-30",132188227
"6652","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-11-30",26091605
"6653","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-11-30",51572494
"6654","Total-Receitas","MS","2008-11-30",608885644
"6655","Total-Despesas","MS","2008-11-30",349520085
"6656","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2008-12-31",188889872
"6657","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2008-12-31",48180422
"6658","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2008-12-31",71139417
"6659","Total-Receitas","MS","2008-12-31",618871486
"6660","Total-Despesas","MS","2008-12-31",606113339
"6661","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-01-31",165729640
"6662","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-01-31",37893213
"6663","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-01-31",69786461
"6664","Total-Receitas","MS","2009-01-31",619207564
"6665","Total-Despesas","MS","2009-01-31",525616703
"6666","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-02-28",207838557
"6667","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-02-28",51992164
"6668","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-02-28",86106216
"6669","Total-Receitas","MS","2009-02-28",582603599
"6670","Total-Despesas","MS","2009-02-28",718006490
"6671","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-03-31",165241904
"6672","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-03-31",41074497
"6673","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-03-31",71726833
"6674","Total-Receitas","MS","2009-03-31",527704514
"6675","Total-Despesas","MS","2009-03-31",581564375
"6676","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-04-30",154330158
"6677","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-04-30",35818706
"6678","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-04-30",61632871
"6679","Total-Receitas","MS","2009-04-30",563920524
"6680","Total-Despesas","MS","2009-04-30",502326890
"6681","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-05-31",169195105
"6682","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-05-31",41014785
"6683","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-05-31",75725173
"6684","Total-Receitas","MS","2009-05-31",547640449
"6685","Total-Despesas","MS","2009-05-31",577359745
"6686","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-06-30",182977176
"6687","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-06-30",43722455
"6688","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-06-30",71238836
"6689","Total-Receitas","MS","2009-06-30",572210407
"6690","Total-Despesas","MS","2009-06-30",574160904
"6691","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-07-31",161928649
"6692","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-07-31",36568433
"6693","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-07-31",70376270
"6694","Total-Receitas","MS","2009-07-31",513811186
"6695","Total-Despesas","MS","2009-07-31",563878663
"6696","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-08-31",159376673
"6697","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-08-31",40741815
"6698","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-08-31",63706736
"6699","Total-Receitas","MS","2009-08-31",544639571
"6700","Total-Despesas","MS","2009-08-31",546444205
"6701","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-09-30",175899825
"6702","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-09-30",42743737
"6703","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-09-30",79712117
"6704","Total-Receitas","MS","2009-09-30",527214165
"6705","Total-Despesas","MS","2009-09-30",593368630
"6706","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-10-31",163245836
"6707","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-10-31",38859129
"6708","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-10-31",61815790
"6709","Total-Receitas","MS","2009-10-31",540388833
"6710","Total-Despesas","MS","2009-10-31",513413864
"6711","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-11-30",133404689
"6712","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-11-30",31120877
"6713","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-11-30",59985073
"6714","Total-Receitas","MS","2009-11-30",579496984
"6715","Total-Despesas","MS","2009-11-30",416877416
"6716","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2009-12-31",212169191
"6717","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2009-12-31",52028703
"6718","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2009-12-31",84225376
"6719","Total-Receitas","MS","2009-12-31",634727676
"6720","Total-Despesas","MS","2009-12-31",680119065
"6721","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-01-31",204778854
"6722","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-01-31",43512725
"6723","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-01-31",94193650
"6724","Total-Receitas","MS","2010-01-31",588566421
"6725","Total-Despesas","MS","2010-01-31",588720486
"6726","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-02-28",224418245
"6727","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-02-28",59768319
"6728","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-02-28",85928813
"6729","Total-Receitas","MS","2010-02-28",573823287
"6730","Total-Despesas","MS","2010-02-28",717783957
"6731","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-03-31",186097246
"6732","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-03-31",45744603
"6733","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-03-31",82318029
"6734","Total-Receitas","MS","2010-03-31",577867335
"6735","Total-Despesas","MS","2010-03-31",625907958
"6736","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-04-30",166607307
"6737","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-04-30",39129443
"6738","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-04-30",65702572
"6739","Total-Receitas","MS","2010-04-30",645398602
"6740","Total-Despesas","MS","2010-04-30",530603338
"6741","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-05-31",175550921
"6742","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-05-31",44129825
"6743","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-05-31",80332218
"6744","Total-Receitas","MS","2010-05-31",629608683
"6745","Total-Despesas","MS","2010-05-31",574012364
"6746","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-06-30",191188947
"6747","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-06-30",44121648
"6748","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-06-30",73578626
"6749","Total-Receitas","MS","2010-06-30",553456674
"6750","Total-Despesas","MS","2010-06-30",600265745
"6751","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-07-31",181342930
"6752","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-07-31",42122031
"6753","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-07-31",68647230
"6754","Total-Receitas","MS","2010-07-31",555139977
"6755","Total-Despesas","MS","2010-07-31",562812830
"6756","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-08-31",185775610
"6757","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-08-31",46220565
"6758","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-08-31",85422533
"6759","Total-Receitas","MS","2010-08-31",658675107
"6760","Total-Despesas","MS","2010-08-31",605131869
"6761","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-09-30",208927132
"6762","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-09-30",46693193
"6763","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-09-30",85167357
"6764","Total-Receitas","MS","2010-09-30",650080358
"6765","Total-Despesas","MS","2010-09-30",666993280
"6766","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-10-31",183757783
"6767","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-10-31",47801639
"6768","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-10-31",79631925
"6769","Total-Receitas","MS","2010-10-31",666256246
"6770","Total-Despesas","MS","2010-10-31",561239006
"6771","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-11-30",155527221
"6772","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-11-30",28912619
"6773","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-11-30",74314934
"6774","Total-Receitas","MS","2010-11-30",649512814
"6775","Total-Despesas","MS","2010-11-30",407353720
"6776","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2010-12-31",247259995
"6777","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2010-12-31",68013209
"6778","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2010-12-31",94724011
"6779","Total-Receitas","MS","2010-12-31",730901372
"6780","Total-Despesas","MS","2010-12-31",674929632
"6781","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-01-31",221360617
"6782","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-01-31",56513501
"6783","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-01-31",112368017
"6784","Total-Receitas","MS","2011-01-31",718534424
"6785","Total-Despesas","MS","2011-01-31",676290667
"6786","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-02-28",271392535
"6787","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-02-28",98698135
"6788","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-02-28",102444066
"6789","Total-Receitas","MS","2011-02-28",716574760
"6790","Total-Despesas","MS","2011-02-28",883949965
"6791","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-03-31",228462241
"6792","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-03-31",76057936
"6793","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-03-31",102654808
"6794","Total-Receitas","MS","2011-03-31",644732955
"6795","Total-Despesas","MS","2011-03-31",691175898
"6796","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-04-30",203955607
"6797","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-04-30",60148766
"6798","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-04-30",85854545
"6799","Total-Receitas","MS","2011-04-30",705549656
"6800","Total-Despesas","MS","2011-04-30",588008146
"6801","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-05-31",211005181
"6802","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-05-31",69023538
"6803","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-05-31",94704605
"6804","Total-Receitas","MS","2011-05-31",725789449
"6805","Total-Despesas","MS","2011-05-31",638962037
"6806","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-06-30",224751693
"6807","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-06-30",68234920
"6808","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-06-30",95260373
"6809","Total-Receitas","MS","2011-06-30",687587007
"6810","Total-Despesas","MS","2011-06-30",669591139
"6811","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-07-31",214019862
"6812","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-07-31",67413130
"6813","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-07-31",89143367
"6814","Total-Receitas","MS","2011-07-31",673103250
"6815","Total-Despesas","MS","2011-07-31",685056574
"6816","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-08-31",203330295
"6817","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-08-31",64047421
"6818","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-08-31",92797339
"6819","Total-Receitas","MS","2011-08-31",751017160
"6820","Total-Despesas","MS","2011-08-31",693173912
"6821","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-09-30",210900707
"6822","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-09-30",65219600
"6823","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-09-30",91965355
"6824","Total-Receitas","MS","2011-09-30",698782426
"6825","Total-Despesas","MS","2011-09-30",708290455
"6826","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-10-31",199343887
"6827","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-10-31",64002780
"6828","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-10-31",86877734
"6829","Total-Receitas","MS","2011-10-31",762754137
"6830","Total-Despesas","MS","2011-10-31",672257904
"6831","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-11-30",191978053
"6832","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-11-30",55263103
"6833","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-11-30",92553402
"6834","Total-Receitas","MS","2011-11-30",809193520
"6835","Total-Despesas","MS","2011-11-30",631649197
"6836","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2011-12-31",294069537
"6837","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2011-12-31",97836357
"6838","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2011-12-31",119335440
"6839","Total-Receitas","MS","2011-12-31",943574903
"6840","Total-Despesas","MS","2011-12-31",989950536
"6841","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-01-31",237445089
"6842","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-01-31",67596894
"6843","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-01-31",106517816
"6844","Total-Receitas","MS","2012-01-31",830712420
"6845","Total-Despesas","MS","2012-01-31",682295878
"6846","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-02-29",271496040
"6847","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-02-29",105450978
"6848","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-02-29",125453403
"6849","Total-Receitas","MS","2012-02-29",800852551
"6850","Total-Despesas","MS","2012-02-29",822671490
"6851","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-03-31",246062915
"6852","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-03-31",86704852
"6853","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-03-31",118346645
"6854","Total-Receitas","MS","2012-03-31",765403312
"6855","Total-Despesas","MS","2012-03-31",743035474
"6856","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-04-30",230195397
"6857","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-04-30",75230356
"6858","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-04-30",98728013
"6859","Total-Receitas","MS","2012-04-30",791401862
"6860","Total-Despesas","MS","2012-04-30",694482627
"6861","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-05-31",224957431
"6862","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-05-31",80418519
"6863","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-05-31",113721592
"6864","Total-Receitas","MS","2012-05-31",827954133
"6865","Total-Despesas","MS","2012-05-31",720384987
"6866","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-06-30",225757385
"6867","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-06-30",72831504
"6868","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-06-30",91710549
"6869","Total-Receitas","MS","2012-06-30",738890678
"6870","Total-Despesas","MS","2012-06-30",732435714
"6871","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-07-31",219726592
"6872","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-07-31",76105889
"6873","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-07-31",93007863
"6874","Total-Receitas","MS","2012-07-31",743093079
"6875","Total-Despesas","MS","2012-07-31",731381814
"6876","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-08-31",207803402
"6877","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-08-31",69260935
"6878","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-08-31",101856825
"6879","Total-Receitas","MS","2012-08-31",779666130
"6880","Total-Despesas","MS","2012-08-31",726451808
"6881","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-09-30",209320640
"6882","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-09-30",74923053
"6883","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-09-30",103166847
"6884","Total-Receitas","MS","2012-09-30",766436954
"6885","Total-Despesas","MS","2012-09-30",730481902
"6886","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MS","2012-10-31",215691236
"6887","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MS","2012-10-31",69587572
"6888","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MS","2012-10-31",90550103
"6889","Total-Receitas","MS","2012-10-31",828760674
